EmployeeID,Age,Department,JobRole,Gender,MaritalStatus,EducationField,Education,BusinessTravel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,StockOptionLevel,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,PerformanceRating,OverTime,TrainingTimesLastYear,NumCompaniesWorked,TotalWorkingYears,DistanceFromHome,Attrition,AgeBand
717,54,Sales,Sales Representative,Male,Single,Marketing,5,Non-Travel,6,4,9,4,3250,20,3,3,1,2,1,3,No,4,6,16,22,Yes,46-55
718,38,Research & Development,Manager,Male,Single,Human Resources,1,Travel_Rarely,0,0,6,0,9743,19,3,4,2,3,4,3,No,2,1,6,18,No,36-45
719,31,Research & Development,Manager,Male,Divorced,Other,5,Non-Travel,6,4,8,1,9680,24,3,3,2,3,4,4,Yes,6,6,19,22,Yes,26-35
720,19,Research & Development,Laboratory Technician,Male,Divorced,Life Sciences,2,Non-Travel,8,5,6,5,3755,16,0,1,3,3,3,3,No,0,1,18,26,No,18-25
721,28,Sales,Manager,Female,Married,Life Sciences,3,Travel_Frequently,11,10,1,2,8601,16,0,2,3,2,4,3,No,1,2,23,3,No,26-35
722,56,Sales,Manager,Male,Married,Medical,4,Travel_Rarely,0,0,5,0,10341,14,0,4,2,4,3,3,Yes,6,4,10,14,Yes,55+
723,55,Human Resources,Human Resources,Male,Married,Life Sciences,5,Travel_Rarely,6,4,8,3,3778,22,1,2,1,3,4,3,No,4,6,8,18,No,46-55
724,51,Research & Development,Manufacturing Director,Female,Married,Human Resources,5,Travel_Rarely,0,0,6,0,8542,24,0,2,2,2,1,4,No,1,5,5,13,No,46-55
725,55,Research & Development,Healthcare Representative,Male,Married,Life Sciences,3,Travel_Frequently,7,3,1,3,4542,12,1,3,3,1,1,3,No,2,6,8,8,Yes,46-55
726,51,Sales,Manager,Female,Married,Life Sciences,4,Travel_Rarely,6,4,2,3,7401,20,3,3,2,4,2,3,No,3,5,20,4,No,46-55
727,35,Human Resources,Manager,Male,Single,Life Sciences,5,Travel_Rarely,0,0,7,0,8931,13,1,1,3,4,2,3,Yes,5,0,13,15,Yes,26-35
728,47,Research & Development,Research Director,Female,Single,Life Sciences,5,Travel_Rarely,8,4,10,1,9165,13,3,3,2,2,3,4,Yes,4,4,19,12,No,46-55
729,32,Research & Development,Manufacturing Director,Female,Married,Technical Degree,2,Non-Travel,0,0,8,0,8353,18,1,3,3,2,3,3,Yes,2,0,6,14,Yes,26-35
730,44,Research & Development,Research Scientist,Female,Divorced,Medical,2,Travel_Rarely,10,4,3,3,7574,16,0,2,3,1,2,4,No,4,6,10,20,No,36-45
731,51,Sales,Sales Representative,Female,Married,Life Sciences,1,Travel_Rarely,1,0,8,0,3896,17,0,4,1,1,3,3,Yes,3,3,13,7,Yes,46-55
732,55,Research & Development,Research Director,Male,Divorced,Life Sciences,3,Travel_Rarely,7,4,1,3,10753,19,1,3,3,1,4,3,No,0,4,8,24,No,46-55
733,50,Research & Development,Research Director,Male,Divorced,Medical,4,Travel_Rarely,15,12,12,12,12967,11,1,4,2,4,1,3,Yes,6,0,23,12,No,46-55
734,41,Sales,Manager,Female,Single,Life Sciences,5,Travel_Frequently,2,1,10,0,12174,12,0,3,3,4,2,3,No,0,7,10,29,No,36-45
735,32,Human Resources,Manager,Male,Married,Medical,5,Travel_Rarely,4,1,4,0,11974,25,3,3,4,3,2,4,Yes,5,3,10,9,No,26-35
736,47,Research & Development,Manufacturing Director,Male,Married,Medical,1,Travel_Rarely,3,2,10,0,6870,19,3,1,2,3,4,3,No,0,2,4,10,Yes,46-55
737,59,Research & Development,Laboratory Technician,Male,Divorced,Marketing,5,Travel_Rarely,1,0,1,0,3777,15,3,3,1,3,3,3,No,6,0,5,8,Yes,55+
738,34,Sales,Sales Representative,Male,Divorced,Human Resources,3,Non-Travel,5,1,10,3,4497,14,3,1,2,4,2,4,No,6,3,8,20,No,26-35
739,22,Sales,Sales Executive,Male,Married,Human Resources,1,Travel_Rarely,8,5,0,2,6506,11,2,2,1,1,2,3,Yes,3,2,9,2,No,18-25
740,46,Research & Development,Laboratory Technician,Male,Single,Other,3,Travel_Rarely,14,11,12,10,3669,19,3,4,4,3,4,3,Yes,1,7,15,26,Yes,46-55
741,21,Research & Development,Manager,Female,Divorced,Life Sciences,1,Travel_Rarely,11,8,13,8,7294,21,2,3,1,1,1,3,No,3,8,20,16,No,18-25
742,27,Sales,Manager,Male,Single,Life Sciences,5,Travel_Rarely,4,1,4,2,12458,23,2,1,3,1,2,3,No,3,4,11,21,Yes,26-35
743,34,Research & Development,Manager,Male,Divorced,Life Sciences,1,Travel_Rarely,7,4,1,3,9749,19,0,2,4,1,2,4,No,2,8,11,23,No,26-35
744,27,Research & Development,Manufacturing Director,Male,Divorced,Human Resources,2,Non-Travel,9,5,13,4,8289,14,0,3,4,3,4,3,Yes,0,0,16,18,No,26-35
745,34,Sales,Sales Representative,Male,Married,Other,4,Travel_Rarely,4,3,12,1,3629,19,1,1,1,3,2,3,Yes,4,6,5,20,No,26-35
746,37,Research & Development,Research Scientist,Female,Married,Technical Degree,5,Travel_Rarely,0,0,6,0,5799,20,3,1,2,1,2,3,No,6,6,1,22,Yes,36-45
747,41,Sales,Sales Executive,Male,Married,Life Sciences,4,Travel_Rarely,3,2,7,0,4726,23,3,2,1,3,1,3,No,5,5,13,24,No,36-45
748,22,Human Resources,Manager,Male,Married,Other,5,Travel_Rarely,11,6,1,7,8967,11,0,3,1,2,2,3,No,1,3,21,10,No,18-25
749,51,Research & Development,Manager,Female,Single,Medical,4,Travel_Rarely,5,2,6,2,12520,25,0,3,4,3,4,3,No,6,8,7,29,No,46-55
750,23,Sales,Sales Executive,Male,Married,Life Sciences,2,Travel_Rarely,7,4,3,2,5104,15,0,4,3,1,1,3,No,4,2,17,6,No,18-25
751,19,Research & Development,Manufacturing Director,Male,Divorced,Medical,4,Travel_Rarely,1,0,0,0,8928,11,1,3,2,1,1,3,No,2,0,10,6,No,18-25
752,30,Research & Development,Research Director,Male,Divorced,Life Sciences,1,Travel_Rarely,20,8,10,6,12435,14,3,1,1,4,1,3,No,2,1,27,22,No,26-35
753,60,Research & Development,Manufacturing Director,Female,Single,Medical,4,Travel_Frequently,3,1,14,2,8931,22,1,4,3,4,3,3,No,1,2,17,20,No,55+
754,60,Research & Development,Research Director,Male,Divorced,Life Sciences,5,Travel_Rarely,6,5,2,1,9449,15,2,4,3,1,4,3,No,4,1,13,13,No,55+
755,28,Research & Development,Laboratory Technician,Male,Married,Medical,3,Travel_Rarely,0,0,10,0,3565,24,2,3,2,2,3,3,No,1,5,2,19,No,26-35
756,40,Sales,Sales Executive,Male,Single,Medical,4,Travel_Rarely,0,0,11,0,4342,21,3,4,3,4,2,3,No,1,6,0,17,Yes,36-45
757,33,Sales,Sales Executive,Male,Single,Technical Degree,4,Travel_Rarely,9,3,0,7,4390,13,0,1,1,1,1,4,No,0,4,15,2,No,26-35
758,48,Sales,Manager,Male,Single,Medical,4,Non-Travel,20,17,4,10,10948,12,0,1,4,4,3,3,Yes,4,4,23,18,Yes,46-55
759,28,Research & Development,Laboratory Technician,Male,Divorced,Medical,5,Travel_Rarely,2,1,14,1,4321,16,1,2,3,4,2,3,No,0,6,4,26,No,26-35
760,33,Research & Development,Research Scientist,Male,Married,Technical Degree,4,Travel_Rarely,0,0,12,0,6794,21,2,1,4,1,3,4,No,6,5,4,7,Yes,26-35
761,25,Research & Development,Laboratory Technician,Female,Married,Human Resources,5,Travel_Rarely,2,1,7,1,2703,23,2,2,2,3,1,3,No,0,7,13,27,No,18-25
762,21,Sales,Sales Executive,Female,Single,Life Sciences,5,Travel_Frequently,0,0,0,0,5208,13,3,4,2,2,2,3,Yes,6,8,5,14,Yes,18-25
763,57,Research & Development,Manufacturing Director,Male,Married,Medical,3,Travel_Rarely,1,0,13,0,6412,20,2,2,3,3,1,4,No,5,1,14,22,No,55+
764,21,Research & Development,Manager,Female,Single,Life Sciences,1,Travel_Rarely,8,4,8,4,9960,11,0,3,4,1,1,3,Yes,0,1,8,15,No,18-25
765,42,Research & Development,Manufacturing Director,Male,Married,Life Sciences,5,Travel_Rarely,16,11,2,9,7327,21,0,2,1,1,3,3,No,3,0,27,8,No,36-45
766,20,Research & Development,Healthcare Representative,Male,Married,Medical,2,Travel_Frequently,0,0,4,0,6868,23,0,3,4,2,4,3,No,2,6,11,9,Yes,18-25
767,49,Sales,Manager,Female,Single,Technical Degree,4,Travel_Rarely,4,3,8,1,7763,15,3,4,3,1,2,4,Yes,2,3,12,21,Yes,46-55
768,20,Sales,Sales Representative,Female,Divorced,Life Sciences,2,Travel_Rarely,1,0,4,0,2803,12,1,2,4,4,2,4,Yes,3,8,6,11,Yes,18-25
769,44,Research & Development,Research Director,Female,Single,Technical Degree,4,Travel_Rarely,0,0,8,0,10171,25,2,1,4,2,4,4,No,6,5,2,3,No,36-45
770,46,Research & Development,Laboratory Technician,Male,Married,Technical Degree,3,Travel_Rarely,1,0,9,0,2858,12,3,3,2,3,2,3,Yes,6,6,1,20,Yes,46-55
771,49,Research & Development,Manager,Female,Married,Human Resources,5,Travel_Rarely,5,2,7,4,11185,25,1,4,3,2,3,3,No,1,6,17,14,No,46-55
772,36,Research & Development,Research Scientist,Male,Married,Life Sciences,1,Travel_Rarely,0,0,6,0,7435,14,3,1,4,3,2,3,No,4,7,8,27,No,36-45
773,38,Research & Development,Healthcare Representative,Female,Single,Human Resources,5,Travel_Rarely,3,2,10,2,4290,14,2,3,3,1,3,3,No,4,3,4,8,No,36-45
774,22,Research & Development,Research Director,Female,Single,Life Sciences,4,Travel_Frequently,0,0,0,0,9854,14,0,4,1,3,2,4,No,4,2,13,3,Yes,18-25
775,35,Research & Development,Research Scientist,Male,Divorced,Medical,1,Travel_Rarely,1,0,3,0,7689,17,1,4,3,3,3,3,Yes,0,2,10,18,No,26-35
776,45,Research & Development,Research Scientist,Female,Single,Life Sciences,5,Travel_Frequently,1,0,8,0,6817,11,1,1,1,3,4,3,No,4,9,6,23,No,36-45
777,59,Research & Development,Healthcare Representative,Male,Divorced,Life Sciences,1,Travel_Frequently,12,4,9,5,7133,23,3,4,3,2,2,3,No,4,7,17,14,Yes,55+
778,39,Research & Development,Research Director,Male,Divorced,Marketing,4,Travel_Rarely,7,4,7,2,8535,18,3,2,3,4,3,3,No,6,2,18,20,Yes,36-45
779,38,Research & Development,Research Scientist,Male,Single,Medical,3,Travel_Rarely,12,8,3,9,5130,22,0,4,4,3,1,3,No,4,7,14,29,No,36-45
780,23,Research & Development,Research Scientist,Male,Single,Life Sciences,3,Travel_Rarely,2,1,11,0,4910,23,3,3,4,2,1,3,No,2,1,12,8,No,18-25
781,18,Research & Development,Research Director,Female,Married,Life Sciences,5,Non-Travel,2,1,0,1,9323,20,2,3,1,2,1,3,Yes,3,4,7,17,No,18-25
782,22,Sales,Manager,Female,Divorced,Medical,2,Non-Travel,2,1,9,0,11111,19,2,3,1,4,2,3,No,5,4,15,8,Yes,18-25
783,58,Research & Development,Research Scientist,Male,Divorced,Life Sciences,4,Travel_Rarely,0,0,3,0,4944,20,2,2,2,2,3,4,No,6,6,1,5,Yes,55+
784,29,Research & Development,Laboratory Technician,Female,Married,Technical Degree,5,Travel_Rarely,7,3,14,4,3566,23,2,1,4,1,1,3,No,1,4,14,12,No,26-35
785,43,Research & Development,Research Director,Female,Divorced,Life Sciences,5,Non-Travel,2,1,2,1,9134,24,0,2,1,1,2,3,Yes,3,8,14,2,Yes,36-45
786,51,Research & Development,Research Scientist,Male,Single,Life Sciences,3,Travel_Rarely,2,1,5,0,7136,25,0,2,4,1,3,4,No,4,2,2,17,Yes,46-55
787,31,Research & Development,Healthcare Representative,Female,Divorced,Life Sciences,1,Travel_Frequently,5,2,10,2,4180,16,0,2,3,4,1,3,Yes,1,8,10,13,No,26-35
788,43,Research & Development,Manager,Male,Divorced,Medical,4,Travel_Rarely,3,1,4,1,8404,14,3,4,2,2,1,3,No,1,0,16,22,No,36-45
789,44,Research & Development,Laboratory Technician,Female,Single,Life Sciences,1,Travel_Frequently,23,17,4,8,3722,16,0,1,4,1,2,3,No,3,2,23,14,Yes,36-45
790,26,Sales,Sales Representative,Male,Single,Life Sciences,4,Travel_Rarely,2,1,1,1,3003,20,1,4,4,3,3,3,No,3,3,10,9,Yes,26-35
791,43,Research & Development,Manager,Male,Single,Other,2,Travel_Rarely,5,4,11,2,9718,17,1,2,4,2,2,3,Yes,3,5,17,9,Yes,36-45
792,39,Research & Development,Research Scientist,Male,Single,Medical,3,Non-Travel,2,1,2,1,5839,16,1,3,4,1,1,3,No,6,9,14,9,No,36-45
793,47,Research & Development,Laboratory Technician,Female,Divorced,Life Sciences,2,Travel_Rarely,27,22,10,7,4196,21,3,2,1,2,2,3,Yes,6,7,35,27,No,46-55
794,60,Sales,Sales Representative,Male,Married,Medical,5,Travel_Rarely,3,1,5,1,4113,11,3,1,1,1,2,3,No,5,6,8,20,Yes,55+
795,34,Sales,Manager,Male,Single,Technical Degree,3,Travel_Rarely,6,5,1,1,10654,15,0,3,2,3,1,3,Yes,3,7,11,6,Yes,26-35
796,43,Research & Development,Manager,Male,Married,Life Sciences,5,Travel_Rarely,0,0,14,0,12339,18,2,1,3,2,1,3,No,5,5,8,12,No,36-45
797,53,Sales,Sales Representative,Female,Divorced,Life Sciences,2,Travel_Rarely,7,5,3,1,4862,25,1,2,3,1,3,3,No,0,5,20,10,No,46-55
798,18,Sales,Manager,Male,Married,Marketing,4,Travel_Rarely,1,0,1,0,10728,18,3,1,2,1,3,3,No,2,5,5,22,Yes,18-25
799,25,Sales,Manager,Male,Married,Medical,5,Travel_Rarely,3,2,8,1,10018,22,1,4,3,3,1,3,Yes,5,2,11,5,Yes,18-25
800,52,Sales,Sales Executive,Male,Single,Medical,1,Travel_Rarely,12,7,2,4,5823,20,0,3,1,3,1,3,No,2,9,16,18,No,46-55
801,32,Sales,Manager,Male,Divorced,Life Sciences,4,Travel_Rarely,21,7,9,13,9265,19,3,1,4,1,4,3,No,4,3,34,7,Yes,26-35
802,39,Research & Development,Research Scientist,Female,Divorced,Life Sciences,4,Travel_Frequently,3,2,9,2,7658,14,2,3,3,1,4,3,No,0,5,16,13,No,36-45
803,31,Research & Development,Research Director,Female,Single,Medical,2,Travel_Rarely,10,4,5,3,11618,20,2,3,4,4,3,4,Yes,1,6,13,1,Yes,26-35
804,43,Research & Development,Research Director,Male,Single,Life Sciences,2,Travel_Frequently,0,0,14,0,9258,16,3,2,4,4,2,3,No,3,2,1,6,No,36-45
805,45,Research & Development,Healthcare Representative,Male,Single,Medical,3,Travel_Rarely,11,7,0,7,4340,17,2,2,1,2,1,3,No,4,3,12,21,No,36-45
806,40,Research & Development,Manufacturing Director,Female,Single,Medical,3,Travel_Rarely,5,3,12,2,6614,15,0,3,4,2,1,3,No,1,5,19,21,No,36-45
807,31,Sales,Sales Executive,Male,Married,Life Sciences,1,Travel_Rarely,4,3,10,3,4614,25,2,1,3,4,2,3,No,6,0,16,8,No,26-35
808,41,Sales,Manager,Female,Divorced,Other,4,Non-Travel,13,9,13,11,8457,21,1,3,1,1,3,3,No,2,6,13,9,Yes,36-45
809,19,Research & Development,Laboratory Technician,Female,Married,Technical Degree,1,Travel_Rarely,11,5,14,4,3356,18,1,2,2,3,4,4,No,1,0,20,7,Yes,18-25
810,43,Sales,Manager,Female,Divorced,Marketing,1,Travel_Rarely,2,1,14,1,8360,13,1,1,1,2,3,3,Yes,3,9,15,10,Yes,36-45
811,31,Research & Development,Research Director,Male,Married,Life Sciences,2,Travel_Rarely,9,5,9,5,11196,18,3,3,3,1,2,4,No,3,8,11,29,No,26-35
812,24,Research & Development,Research Scientist,Male,Married,Life Sciences,1,Non-Travel,0,0,2,0,5097,25,3,2,1,3,1,3,No,5,9,0,8,No,18-25
813,20,Research & Development,Manufacturing Director,Female,Married,Medical,1,Travel_Rarely,10,8,7,4,7301,24,3,3,3,3,4,3,Yes,5,8,22,2,Yes,18-25
814,40,Sales,Sales Executive,Male,Single,Life Sciences,5,Non-Travel,6,5,4,5,5413,15,3,3,3,1,2,4,No,6,8,11,18,No,36-45
815,60,Research & Development,Research Scientist,Female,Married,Other,3,Non-Travel,0,0,7,0,7332,11,3,3,1,1,1,3,No,2,3,13,28,Yes,55+
816,35,Research & Development,Laboratory Technician,Male,Married,Life Sciences,3,Travel_Rarely,6,2,14,1,3459,23,0,1,3,2,3,4,Yes,3,1,16,15,Yes,26-35
817,55,Sales,Sales Representative,Female,Single,Medical,4,Non-Travel,5,1,1,1,3669,16,3,2,2,4,4,4,Yes,0,6,17,24,No,46-55
818,52,Research & Development,Research Director,Male,Married,Life Sciences,3,Travel_Frequently,5,4,6,4,10895,12,2,2,3,1,1,3,No,4,3,11,6,No,46-55
819,32,Research & Development,Healthcare Representative,Male,Married,Medical,4,Travel_Rarely,2,0,8,0,4962,25,0,4,2,4,1,3,Yes,2,4,10,24,No,26-35
820,42,Human Resources,Manager,Male,Divorced,Life Sciences,5,Travel_Rarely,1,0,6,0,9108,17,3,3,2,2,1,3,Yes,2,0,14,14,No,36-45
821,54,Sales,Manager,Female,Married,Medical,3,Travel_Frequently,8,5,2,2,8354,25,2,3,3,4,1,3,No,1,9,14,25,No,46-55
822,45,Research & Development,Research Scientist,Female,Divorced,Life Sciences,5,Travel_Rarely,1,0,6,0,6286,25,0,4,4,4,1,3,No,2,5,4,25,No,36-45
823,27,Research & Development,Healthcare Representative,Male,Married,Human Resources,3,Travel_Rarely,3,2,14,0,6335,19,1,3,2,3,3,3,No,6,6,16,27,Yes,26-35
824,56,Research & Development,Research Director,Male,Divorced,Life Sciences,3,Travel_Rarely,7,4,7,3,11440,13,0,1,2,2,2,3,No,4,2,10,22,No,55+
825,34,Sales,Manager,Female,Married,Human Resources,5,Travel_Rarely,0,0,13,0,8576,24,3,4,1,1,4,3,No,0,9,7,24,No,26-35
826,56,Research & Development,Research Scientist,Male,Divorced,Technical Degree,1,Travel_Rarely,5,2,0,3,6972,20,0,2,2,4,3,3,No,1,1,8,18,No,55+
827,39,Sales,Sales Executive,Male,Married,Life Sciences,1,Travel_Rarely,5,4,12,3,4767,24,0,3,2,2,4,3,No,4,9,5,24,Yes,36-45
828,43,Research & Development,Manager,Male,Married,Marketing,1,Travel_Rarely,6,3,12,2,8011,14,1,2,2,3,1,3,Yes,5,6,14,3,No,36-45
829,42,Sales,Sales Executive,Male,Married,Life Sciences,1,Travel_Rarely,2,1,2,1,5049,14,0,3,2,3,2,3,Yes,2,0,4,1,Yes,36-45
830,34,Research & Development,Manufacturing Director,Male,Married,Other,3,Travel_Frequently,3,1,4,1,9269,14,0,4,4,4,1,3,No,6,1,16,23,No,26-35
831,30,Research & Development,Laboratory Technician,Male,Single,Medical,2,Travel_Rarely,2,0,11,1,2832,13,1,2,2,4,3,3,No,3,2,2,1,Yes,26-35
832,37,Research & Development,Manufacturing Director,Male,Single,Life Sciences,5,Travel_Rarely,9,8,5,4,9510,15,3,3,3,1,3,3,Yes,5,3,17,14,No,36-45
833,42,Sales,Sales Executive,Male,Single,Life Sciences,2,Travel_Rarely,0,0,2,0,6589,19,2,1,4,2,4,4,Yes,3,4,10,27,No,36-45
834,21,Sales,Sales Representative,Male,Divorced,Life Sciences,2,Non-Travel,19,17,14,16,3415,25,0,4,2,1,1,3,No,4,3,29,1,No,18-25
835,27,Research & Development,Manufacturing Director,Male,Single,Other,4,Travel_Rarely,6,2,3,4,8560,21,1,3,3,1,1,3,Yes,0,9,19,1,No,26-35
836,20,Research & Development,Manager,Male,Single,Life Sciences,1,Travel_Rarely,13,12,4,5,8432,18,0,3,3,3,2,3,No,3,2,27,4,No,18-25
837,58,Sales,Sales Representative,Female,Married,Medical,3,Travel_Rarely,3,2,14,2,3558,20,3,3,4,2,2,3,Yes,6,0,15,29,No,55+
838,35,Research & Development,Research Scientist,Male,Married,Medical,1,Non-Travel,2,1,2,0,4472,12,3,4,4,1,1,3,Yes,4,6,11,12,No,26-35
839,53,Human Resources,Human Resources,Male,Married,Other,1,Travel_Rarely,13,9,3,3,5489,22,1,3,3,3,4,3,No,1,9,26,15,No,46-55
840,39,Research & Development,Laboratory Technician,Male,Single,Life Sciences,2,Travel_Rarely,0,0,4,0,3358,19,2,3,4,4,2,3,No,2,5,9,29,No,36-45
841,51,Research & Development,Manager,Male,Divorced,Medical,4,Travel_Rarely,0,0,1,0,11459,22,2,2,4,1,1,3,No,0,1,4,28,No,46-55
842,25,Human Resources,Manager,Male,Divorced,Medical,1,Travel_Rarely,2,1,9,0,7970,20,0,2,1,4,1,4,No,6,1,13,4,No,18-25
843,57,Sales,Manager,Male,Divorced,Marketing,5,Travel_Frequently,19,11,8,15,11586,12,1,4,4,2,1,3,No,6,2,33,10,No,55+
844,36,Research & Development,Laboratory Technician,Female,Married,Life Sciences,5,Travel_Rarely,6,5,9,2,4211,17,2,4,1,1,3,3,No,0,7,19,11,No,36-45
845,59,Human Resources,Manager,Male,Married,Life Sciences,1,Travel_Rarely,4,1,7,1,11063,15,3,1,4,4,4,3,No,1,7,12,6,No,55+
846,58,Sales,Sales Representative,Female,Single,Life Sciences,2,Travel_Rarely,7,6,11,6,4696,25,2,3,4,4,1,3,No,0,9,9,28,No,55+
847,54,Research & Development,Manufacturing Director,Male,Single,Marketing,2,Travel_Rarely,3,1,5,1,7202,23,1,2,3,2,1,3,Yes,4,9,8,10,No,46-55
848,23,Research & Development,Research Director,Male,Single,Life Sciences,3,Travel_Rarely,8,5,9,6,10315,17,3,2,1,3,1,3,No,0,9,18,12,Yes,18-25
849,43,Research & Development,Manufacturing Director,Male,Married,Medical,4,Travel_Rarely,2,1,10,1,9376,15,0,3,4,3,2,3,No,0,9,13,3,No,36-45
850,51,Research & Development,Healthcare Representative,Male,Married,Life Sciences,2,Non-Travel,10,7,2,8,6020,22,3,3,2,1,1,3,Yes,0,7,20,15,No,46-55
851,23,Human Resources,Manager,Male,Married,Technical Degree,3,Travel_Rarely,1,0,10,0,11849,16,2,4,4,4,3,3,Yes,4,6,12,16,No,18-25
852,54,Research & Development,Manager,Female,Single,Other,5,Travel_Rarely,1,0,1,0,8364,18,2,1,3,3,3,3,No,5,1,7,10,No,46-55
853,50,Sales,Manager,Male,Married,Medical,5,Travel_Rarely,4,3,6,2,8148,11,2,1,3,1,4,3,No,2,0,8,22,No,46-55
854,39,Research & Development,Laboratory Technician,Female,Married,Life Sciences,5,Travel_Frequently,3,1,7,1,3046,23,0,4,3,4,1,3,Yes,3,5,14,29,Yes,36-45
855,38,Sales,Sales Representative,Female,Married,Life Sciences,1,Travel_Rarely,6,4,9,3,4672,21,2,4,1,1,1,3,Yes,5,7,13,23,Yes,36-45
856,23,Research & Development,Research Scientist,Male,Married,Life Sciences,4,Travel_Rarely,2,1,0,0,7505,23,1,2,1,2,1,3,No,0,0,11,11,Yes,18-25
857,23,Research & Development,Manufacturing Director,Male,Single,Life Sciences,3,Travel_Rarely,1,0,13,0,9134,22,0,4,1,1,3,3,No,1,2,6,16,No,18-25
858,21,Research & Development,Manager,Male,Divorced,Medical,4,Travel_Rarely,3,1,14,1,9907,11,3,1,2,2,2,3,Yes,6,0,14,17,No,18-25
859,47,Research & Development,Manufacturing Director,Male,Married,Medical,1,Travel_Rarely,4,2,5,1,9305,15,2,2,1,4,2,3,No,1,9,9,14,No,46-55
860,28,Human Resources,Manager,Male,Single,Other,3,Non-Travel,0,0,6,0,10528,25,1,1,3,4,1,4,Yes,4,8,12,16,No,26-35
861,47,Research & Development,Laboratory Technician,Male,Single,Life Sciences,3,Travel_Rarely,4,3,14,1,2886,11,1,3,1,4,2,3,No,2,6,10,14,Yes,46-55
862,48,Research & Development,Research Scientist,Male,Married,Marketing,2,Travel_Frequently,2,1,12,0,6665,13,0,1,1,1,4,4,No,0,7,9,6,Yes,46-55
863,41,Sales,Sales Executive,Male,Divorced,Medical,4,Travel_Rarely,2,1,8,1,5357,20,1,2,4,4,3,3,No,4,8,13,10,No,36-45
864,26,Human Resources,Human Resources,Female,Married,Medical,4,Travel_Frequently,1,0,11,0,4441,25,0,1,1,4,1,3,No,3,2,13,17,No,26-35
865,20,Human Resources,Manager,Female,Single,Life Sciences,2,Travel_Rarely,16,8,2,3,7363,19,0,2,4,2,2,3,Yes,2,9,17,23,Yes,18-25
866,48,Research & Development,Manufacturing Director,Female,Divorced,Medical,5,Non-Travel,6,3,1,2,10069,24,0,2,1,4,1,3,No,2,1,12,10,Yes,46-55
867,57,Sales,Sales Executive,Male,Married,Medical,1,Travel_Rarely,1,0,4,0,6506,23,3,4,4,4,1,4,Yes,4,5,9,21,No,55+
868,54,Sales,Manager,Male,Married,Marketing,4,Travel_Rarely,6,2,12,2,10544,17,3,1,3,4,3,3,No,5,4,18,10,No,46-55
869,53,Sales,Sales Executive,Male,Married,Other,2,Travel_Rarely,11,7,14,8,6246,22,1,4,1,3,3,3,No,6,3,11,14,No,46-55
870,41,Sales,Sales Executive,Male,Single,Life Sciences,3,Travel_Rarely,3,2,9,2,5568,16,3,4,3,4,2,3,No,1,5,15,20,No,36-45
871,48,Research & Development,Manager,Male,Married,Life Sciences,2,Travel_Rarely,10,7,0,8,10539,18,0,1,1,1,3,3,No,5,5,24,17,No,46-55
872,23,Human Resources,Human Resources,Female,Married,Medical,5,Non-Travel,1,0,12,0,4146,18,0,2,2,2,4,4,Yes,2,2,12,9,No,18-25
873,19,Research & Development,Research Scientist,Female,Divorced,Medical,1,Travel_Frequently,10,7,5,4,7013,16,3,3,2,4,1,3,No,1,1,10,15,No,18-25
874,37,Sales,Sales Representative,Male,Married,Life Sciences,5,Travel_Rarely,4,1,8,2,3783,14,1,1,3,1,3,3,Yes,2,8,10,7,Yes,36-45
875,45,Sales,Manager,Male,Married,Marketing,3,Travel_Frequently,1,0,9,0,10873,14,0,4,3,2,2,3,No,6,7,13,2,No,36-45
876,28,Sales,Sales Executive,Male,Married,Other,3,Travel_Rarely,3,2,14,0,5864,14,3,4,2,2,2,4,Yes,2,3,16,4,Yes,26-35
877,21,Sales,Sales Representative,Male,Divorced,Other,3,Travel_Frequently,26,20,8,5,4274,16,2,2,2,1,2,3,Yes,2,5,30,20,No,18-25
878,32,Sales,Sales Executive,Male,Divorced,Life Sciences,3,Travel_Rarely,9,6,6,4,6355,11,1,4,4,1,4,4,Yes,3,2,9,24,No,26-35
879,23,Sales,Sales Representative,Male,Married,Technical Degree,2,Non-Travel,5,2,13,1,3876,22,1,3,1,3,3,3,No,1,7,18,18,Yes,18-25
880,47,Research & Development,Manufacturing Director,Male,Married,Marketing,3,Travel_Rarely,0,0,10,0,10302,12,1,4,2,3,3,3,Yes,3,2,14,11,No,46-55
881,55,Human Resources,Human Resources,Female,Married,Medical,3,Travel_Rarely,3,0,6,1,4393,16,2,2,3,4,4,3,No,1,1,15,5,Yes,46-55
882,19,Research & Development,Research Director,Male,Married,Medical,2,Travel_Rarely,1,0,14,0,13052,24,0,1,3,3,3,3,Yes,6,6,1,26,Yes,18-25
883,32,Research & Development,Manager,Female,Single,Technical Degree,3,Travel_Rarely,0,0,7,0,11264,24,1,2,2,1,3,3,Yes,6,2,1,8,Yes,26-35
884,28,Research & Development,Laboratory Technician,Male,Married,Medical,5,Non-Travel,4,2,9,2,2888,21,3,4,3,3,3,3,No,3,8,14,22,No,26-35
885,25,Sales,Sales Representative,Male,Single,Life Sciences,5,Travel_Rarely,13,4,13,3,4542,11,1,2,1,2,4,3,No,3,2,22,20,No,18-25
886,43,Sales,Manager,Male,Divorced,Medical,4,Travel_Rarely,6,2,1,5,10178,19,3,4,4,1,4,3,Yes,3,7,14,5,Yes,36-45
