Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
CG-10805,192,34,34372.63,1,4,5,3.3333333333333335,At Risk
CG-10806,92,28,25629.29,4,2,3,3.0,New Customers
CG-10807,56,33,29630.07,5,3,4,4.0,Loyal Customers
CG-10808,235,25,19816.67,1,1,2,1.3333333333333333,Lost
CG-10809,143,32,21039.309999999998,2,3,2,2.3333333333333335,Needs Attention
CG-10810,138,32,25760.66,2,3,3,2.6666666666666665,At Risk
CG-10811,133,27,25757.87,3,1,3,2.3333333333333335,Needs Attention
CG-10812,156,35,33573.19,2,4,5,3.6666666666666665,At Risk
CG-10813,250,43,49833.23,1,5,5,3.6666666666666665,At Risk
CG-10814,88,34,28052.12,4,4,4,4.0,Champions
CG-10815,358,32,17113.81,1,3,1,1.6666666666666667,Needs Attention
CG-10816,115,36,34040.77,3,4,5,4.0,Loyal Customers
CG-10817,166,44,41814.810000000005,2,5,5,4.0,At Risk
CG-10818,21,27,20763.45,5,1,2,2.6666666666666665,New Customers
CG-10819,194,35,31518.51,1,4,4,3.0,At Risk
CG-10820,90,33,13485.95,4,3,1,2.6666666666666665,Needs Attention
CG-10821,99,42,21547.32,4,5,2,3.6666666666666665,Needs Attention
CG-10822,99,32,25617.97,4,3,3,3.3333333333333335,Loyal Customers
CG-10823,200,40,46779.43,1,5,5,3.6666666666666665,At Risk
CG-10824,51,23,14555.18,5,1,1,2.3333333333333335,New Customers
CG-10825,129,29,18598.64,3,2,2,2.3333333333333335,Needs Attention
CG-10826,111,33,20604.98,3,3,2,2.6666666666666665,Needs Attention
CG-10827,107,40,17256.82,3,5,2,3.3333333333333335,Needs Attention
CG-10828,118,33,19198.44,3,3,2,2.6666666666666665,Needs Attention
CG-10829,48,31,26965.06,5,3,4,4.0,Loyal Customers
CG-10830,199,31,38687.15,1,3,5,3.0,At Risk
CG-10831,153,33,22391.16,2,3,3,2.6666666666666665,At Risk
CG-10832,202,27,17868.81,1,1,2,1.3333333333333333,Lost
CG-10833,133,30,16378.92,3,2,1,2.0,Needs Attention
CG-10834,235,26,23903.49,1,1,3,1.6666666666666667,Lost
CG-10835,85,32,24826.04,4,3,3,3.3333333333333335,Loyal Customers
CG-10836,81,34,15201.57,4,4,1,3.0,Needs Attention
CG-10837,75,33,22064.72,4,3,3,3.3333333333333335,Loyal Customers
CG-10838,145,47,31286.43,2,5,4,3.6666666666666665,At Risk
CG-10839,141,27,17595.3,2,1,2,1.6666666666666667,Needs Attention
CG-10840,204,31,29108.27,1,3,4,2.6666666666666665,At Risk
CG-10841,73,22,12269.68,4,1,1,2.0,New Customers
CG-10842,122,53,30920.37,3,5,4,4.0,Loyal Customers
CG-10843,66,32,29226.52,5,3,4,4.0,Loyal Customers
CG-10844,116,27,19145.23,3,1,2,2.0,Needs Attention
CG-10845,60,28,28226.51,5,2,4,3.6666666666666665,New Customers
CG-10846,175,37,27584.65,2,5,4,3.6666666666666665,At Risk
CG-10847,133,33,27811.1,3,3,4,3.3333333333333335,Loyal Customers
CG-10848,172,35,34332.92,2,4,5,3.6666666666666665,At Risk
CG-10849,150,33,18353.08,2,3,2,2.3333333333333335,Needs Attention
CG-10850,113,44,37104.72,3,5,5,4.333333333333333,Loyal Customers
CG-10851,101,43,46519.9,4,5,5,4.666666666666667,Champions
CG-10852,101,32,30266.24,4,3,4,3.6666666666666665,Loyal Customers
CG-10853,71,38,23084.86,4,5,3,4.0,Loyal Customers
CG-10854,111,34,34193.14,3,4,5,4.0,Loyal Customers
CG-10855,180,34,27777.129999999997,1,4,4,3.0,At Risk
CG-10856,222,27,32916.58,1,1,4,2.0,Lost
CG-10857,42,32,19436.02,5,3,2,3.3333333333333335,Needs Attention
CG-10858,150,31,28093.02,2,3,4,3.0,At Risk
CG-10859,202,28,21640.12,1,2,2,1.6666666666666667,Lost
CG-10860,119,25,12797.77,3,1,1,1.6666666666666667,Needs Attention
CG-10861,308,26,31057.78,1,1,4,2.0,Lost
CG-10862,36,27,26544.350000000002,5,1,4,3.3333333333333335,New Customers
CG-10863,146,30,15987.41,2,2,1,1.6666666666666667,Needs Attention
CG-10864,193,36,33047.32,1,4,4,3.0,At Risk
CG-10865,59,33,19921.2,5,3,2,3.3333333333333335,Needs Attention
CG-10866,128,36,30969.079999999998,3,4,4,3.6666666666666665,Loyal Customers
CG-10867,110,35,24799.14,3,4,3,3.3333333333333335,Loyal Customers
CG-10868,169,34,25171.49,2,4,3,3.0,At Risk
CG-10869,64,35,37166.7,5,4,5,4.666666666666667,Champions
CG-10870,98,35,20759.02,4,4,2,3.3333333333333335,Needs Attention
CG-10871,132,33,31611.32,3,3,4,3.3333333333333335,Loyal Customers
CG-10872,44,32,9606.31,5,3,1,3.0,Needs Attention
CG-10873,45,32,18075.56,5,3,2,3.3333333333333335,Needs Attention
CG-10874,169,23,14965.15,2,1,1,1.3333333333333333,Needs Attention
CG-10875,34,27,14689.24,5,1,1,2.3333333333333335,New Customers
CG-10876,52,25,19115.78,5,1,2,2.6666666666666665,New Customers
CG-10877,170,23,29575.7,2,1,4,2.3333333333333335,Needs Attention
CG-10878,192,35,32215.95,1,4,4,3.0,At Risk
CG-10879,222,22,13518.84,1,1,1,1.0,Lost
CG-10880,203,21,25224.78,1,1,3,1.6666666666666667,Lost
CG-10881,105,39,21997.100000000002,3,5,3,3.6666666666666665,Loyal Customers
CG-10882,17,34,33055.13,5,4,4,4.333333333333333,Champions
CG-10883,200,28,29122.2,1,2,4,2.3333333333333335,Lost
CG-10884,80,33,32053.920000000002,4,3,4,3.6666666666666665,Loyal Customers
CG-10885,131,29,16497.87,3,2,1,2.0,Needs Attention
CG-10886,192,28,32577.82,1,2,4,2.3333333333333335,Lost
CG-10887,68,25,18647.37,4,1,2,2.3333333333333335,New Customers
CG-10888,161,40,21127.45,2,5,2,3.0,Needs Attention
CG-10889,131,31,35291.13,3,3,5,3.6666666666666665,Loyal Customers
CG-10890,146,31,19862.42,2,3,2,2.3333333333333335,Needs Attention
CG-10891,65,24,19484.5,5,1,2,2.6666666666666665,New Customers
CG-10892,98,34,31501.56,4,4,4,4.0,Champions
CG-10893,111,35,28962.920000000002,3,4,4,3.6666666666666665,Loyal Customers
CG-10894,179,32,23201.7,1,3,3,2.3333333333333335,At Risk
CG-10895,38,32,28778.2,5,3,4,4.0,Loyal Customers
CG-10896,119,30,25224.48,3,2,3,2.6666666666666665,Needs Attention
CG-10897,179,32,22846.72,1,3,3,2.3333333333333335,At Risk
CG-10898,196,36,13923.529999999999,1,4,1,2.0,Needs Attention
CG-10899,156,25,10821.24,2,1,1,1.3333333333333333,Needs Attention
CG-10900,159,28,18600.42,2,2,2,2.0,Needs Attention
CG-10901,219,42,21503.17,1,5,2,2.6666666666666665,Needs Attention
CG-10902,45,40,29141.3,5,5,4,4.666666666666667,Champions
CG-10903,166,33,25092.61,2,3,3,2.6666666666666665,At Risk
CG-10904,147,35,29577.55,2,4,4,3.3333333333333335,At Risk
CG-10905,150,31,22459.48,2,3,3,2.6666666666666665,At Risk
CG-10906,121,29,28136.0,3,2,4,3.0,Potential Loyalists
CG-10907,45,30,23099.22,5,2,3,3.3333333333333335,New Customers
CG-10908,158,32,20529.58,2,3,2,2.3333333333333335,Needs Attention
CG-10909,130,30,59972.439999999995,3,2,5,3.3333333333333335,Potential Loyalists
CG-10910,24,33,20984.02,5,3,2,3.3333333333333335,Needs Attention
CG-10911,180,28,21952.190000000002,1,2,3,2.0,Lost
CG-10912,137,19,16744.39,2,1,1,1.3333333333333333,Needs Attention
CG-10913,167,22,15270.460000000001,2,1,1,1.3333333333333333,Needs Attention
CG-10914,85,41,33555.43,4,5,5,4.666666666666667,Champions
CG-10915,149,35,31180.079999999998,2,4,4,3.3333333333333335,At Risk
CG-10916,73,34,43331.56,4,4,5,4.333333333333333,Champions
CG-10917,109,38,34973.78,3,5,5,4.333333333333333,Loyal Customers
CG-10918,113,34,31864.58,3,4,4,3.6666666666666665,Loyal Customers
CG-10919,71,26,20894.27,4,1,2,2.3333333333333335,New Customers
CG-10920,173,31,25174.24,2,3,3,2.6666666666666665,At Risk
CG-10921,75,29,59652.58,4,2,5,3.6666666666666665,New Customers
CG-10922,96,33,28579.57,4,3,4,3.6666666666666665,Loyal Customers
CG-10923,38,30,23977.94,5,2,3,3.3333333333333335,New Customers
CG-10924,228,35,33587.92,1,4,5,3.3333333333333335,At Risk
CG-10925,124,37,46153.43,3,5,5,4.333333333333333,Loyal Customers
CG-10926,103,30,37198.31,3,2,5,3.3333333333333335,Potential Loyalists
CG-10927,27,36,26570.68,5,4,4,4.333333333333333,Champions
CG-10928,43,30,24271.28,5,2,3,3.3333333333333335,New Customers
CG-10929,183,27,16880.87,1,1,1,1.0,Lost
CG-10930,54,35,19477.96,5,4,2,3.6666666666666665,Needs Attention
CG-10931,161,21,21858.69,2,1,3,2.0,Needs Attention
CG-10932,67,39,22734.2,5,5,3,4.333333333333333,Loyal Customers
CG-10933,86,30,21548.53,4,2,2,2.6666666666666665,New Customers
CG-10934,117,32,34334.12,3,3,5,3.6666666666666665,Loyal Customers
CG-10935,174,32,22152.18,2,3,3,2.6666666666666665,At Risk
CG-10936,89,34,30878.600000000002,4,4,4,4.0,Champions
CG-10937,176,20,9468.19,2,1,1,1.3333333333333333,Needs Attention
CG-10938,78,38,33052.6,4,5,4,4.333333333333333,Champions
CG-10939,92,29,15898.19,4,2,1,2.3333333333333335,New Customers
CG-10940,197,30,23824.67,1,2,3,2.0,Lost
CG-10941,52,25,14921.44,5,1,1,2.3333333333333335,New Customers
CG-10942,147,33,38124.11,2,3,5,3.3333333333333335,At Risk
CG-10943,240,26,11753.16,1,1,1,1.0,Lost
CG-10944,108,32,46072.45,3,3,5,3.6666666666666665,Loyal Customers
CG-10945,57,41,48441.8,5,5,5,5.0,Champions
CG-10946,207,37,30268.28,1,5,4,3.3333333333333335,At Risk
CG-10947,158,37,13717.59,2,5,1,2.6666666666666665,Needs Attention
CG-10948,187,31,38975.17,1,3,5,3.0,At Risk
CG-10949,77,42,35694.5,4,5,5,4.666666666666667,Champions
CG-10950,53,33,33612.33,5,3,5,4.333333333333333,Loyal Customers
CG-10951,20,32,23105.36,5,3,3,3.6666666666666665,Loyal Customers
CG-10952,116,34,44955.03,3,4,5,4.0,Loyal Customers
CG-10953,162,26,15654.34,2,1,1,1.3333333333333333,Needs Attention
CG-10954,91,29,20372.85,4,2,2,2.6666666666666665,New Customers
CG-10955,40,38,35228.81,5,5,5,5.0,Champions
CG-10956,46,32,19996.61,5,3,2,3.3333333333333335,Needs Attention
CG-10957,36,34,35200.6,5,4,5,4.666666666666667,Champions
CG-10958,127,26,13186.24,3,1,1,1.6666666666666667,Needs Attention
CG-10959,88,44,32041.89,4,5,4,4.333333333333333,Champions
CG-10960,127,32,11578.03,3,3,1,2.3333333333333335,Needs Attention
CG-10961,37,26,11761.22,5,1,1,2.3333333333333335,New Customers
CG-10962,93,44,60571.31,4,5,5,4.666666666666667,Champions
CG-10963,83,51,49457.93,4,5,5,4.666666666666667,Champions
CG-10964,41,50,36222.82,5,5,5,5.0,Champions
CG-10965,117,34,21164.079999999998,3,4,2,3.0,Needs Attention
CG-10966,86,40,26263.11,4,5,3,4.0,Loyal Customers
CG-10967,108,40,39235.19,3,5,5,4.333333333333333,Loyal Customers
CG-10968,151,33,24620.69,2,3,3,2.6666666666666665,At Risk
CG-10969,109,39,42244.450000000004,3,5,5,4.333333333333333,Loyal Customers
CG-10970,206,30,29043.5,1,2,4,2.3333333333333335,Lost
CG-10971,72,34,21795.24,4,4,2,3.3333333333333335,Needs Attention
CG-10972,123,36,27703.99,3,4,4,3.6666666666666665,Loyal Customers
CG-10973,104,24,16932.59,3,1,1,1.6666666666666667,Needs Attention
CG-10974,45,24,9806.14,5,1,1,2.3333333333333335,New Customers
CG-10975,190,25,39769.58,1,1,5,2.3333333333333335,Lost
CG-10976,216,30,28770.39,1,2,4,2.3333333333333335,Lost
CG-10977,113,27,21604.3,3,1,2,2.0,Needs Attention
CG-10978,128,40,58862.79,3,5,5,4.333333333333333,Loyal Customers
CG-10979,135,39,20669.420000000002,3,5,2,3.3333333333333335,Needs Attention
CG-10980,85,32,18663.02,4,3,2,3.0,Needs Attention
CG-10981,152,31,39838.200000000004,2,3,5,3.3333333333333335,At Risk
CG-10982,54,35,21339.6,5,4,2,3.6666666666666665,Needs Attention
CG-10983,59,36,24391.32,5,4,3,4.0,Loyal Customers
CG-10984,44,40,22026.79,5,5,3,4.333333333333333,Loyal Customers
CG-10985,136,31,19676.53,3,3,2,2.6666666666666665,Needs Attention
CG-10986,191,37,33449.71,1,5,5,3.6666666666666665,At Risk
CG-10987,135,26,25584.82,3,1,3,2.3333333333333335,Needs Attention
CG-10988,354,34,15745.12,1,4,1,2.0,Needs Attention
CG-10989,83,25,13013.9,4,1,1,2.0,New Customers
CG-10990,168,35,24125.48,2,4,3,3.0,At Risk
CG-10991,99,31,22425.94,4,3,3,3.3333333333333335,Loyal Customers
CG-10992,80,35,19786.39,4,4,2,3.3333333333333335,Needs Attention
CG-10993,202,29,30782.92,1,2,4,2.3333333333333335,Lost
CG-10994,123,35,46360.15,3,4,5,4.0,Loyal Customers
CG-10995,175,30,20219.95,2,2,2,2.0,Needs Attention
CG-10996,45,35,22457.22,5,4,3,4.0,Loyal Customers
CG-10997,51,49,33572.11,5,5,5,5.0,Champions
CG-10998,246,33,16442.09,1,3,1,1.6666666666666667,Needs Attention
CG-10999,175,24,12169.11,2,1,1,1.3333333333333333,Needs Attention
CG-11000,115,27,34493.880000000005,3,1,5,3.0,Potential Loyalists
CG-11001,107,26,34126.36,3,1,5,3.0,Potential Loyalists
CG-11002,254,32,16986.86,1,3,1,1.6666666666666667,Needs Attention
CG-11003,164,43,36591.06,2,5,5,4.0,At Risk
CG-11004,93,37,33083.31,4,5,5,4.666666666666667,Champions
CG-11005,85,37,27593.95,4,5,4,4.333333333333333,Champions
CG-11006,118,43,41818.71,3,5,5,4.333333333333333,Loyal Customers
CG-11007,103,28,17046.52,3,2,1,2.0,Needs Attention
CG-11008,159,26,30598.17,2,1,4,2.3333333333333335,Needs Attention
CG-11009,161,38,22380.79,2,5,3,3.3333333333333335,At Risk
CG-11010,78,29,18166.02,4,2,2,2.6666666666666665,New Customers
CG-11011,220,26,23625.34,1,1,3,1.6666666666666667,Lost
CG-11012,55,26,27030.51,5,1,4,3.3333333333333335,New Customers
CG-11013,98,30,24983.96,4,2,3,3.0,New Customers
CG-11014,203,30,44247.06,1,2,5,2.6666666666666665,Lost
CG-11015,16,34,13978.630000000001,5,4,1,3.3333333333333335,Needs Attention
CG-11016,61,30,28019.28,5,2,4,3.6666666666666665,New Customers
CG-11017,52,34,19482.65,5,4,2,3.6666666666666665,Needs Attention
CG-11018,198,28,20612.1,1,2,2,1.6666666666666667,Lost
CG-11019,190,33,18333.39,1,3,2,2.0,Needs Attention
CG-11020,88,43,35023.79,4,5,5,4.666666666666667,Champions
CG-11021,142,43,26519.52,2,5,4,3.6666666666666665,At Risk
CG-11022,176,30,36007.98,2,2,5,3.0,Needs Attention
CG-11023,211,41,34447.1,1,5,5,3.6666666666666665,At Risk
CG-11024,87,26,16749.05,4,1,1,2.0,New Customers
CG-11025,92,30,25848.06,4,2,3,3.0,New Customers
CG-11026,66,27,24106.03,5,1,3,3.0,New Customers
CG-11027,114,26,11616.87,3,1,1,1.6666666666666667,Needs Attention
CG-11028,119,31,25209.81,3,3,3,3.0,Loyal Customers
CG-11029,150,39,48745.39,2,5,5,4.0,At Risk
CG-11030,84,31,22213.51,4,3,3,3.3333333333333335,Loyal Customers
CG-11031,89,34,29918.25,4,4,4,4.0,Champions
CG-11032,97,34,29616.1,4,4,4,4.0,Champions
CG-11033,169,22,16680.69,2,1,1,1.3333333333333333,Needs Attention
CG-11034,165,37,17124.95,2,5,1,2.6666666666666665,Needs Attention
CG-11035,159,30,18341.29,2,2,2,2.0,Needs Attention
CG-11036,221,40,32965.64,1,5,4,3.3333333333333335,At Risk
CG-11037,164,30,35955.08,2,2,5,3.0,Needs Attention
CG-11038,161,35,18480.809999999998,2,4,2,2.6666666666666665,Needs Attention
CG-11039,121,35,31097.399999999998,3,4,4,3.6666666666666665,Loyal Customers
CG-11040,171,38,21769.260000000002,2,5,2,3.0,Needs Attention
CG-11041,105,39,23657.36,3,5,3,3.6666666666666665,Loyal Customers
CG-11042,173,27,39543.469999999994,2,1,5,2.6666666666666665,Needs Attention
CG-11043,146,31,18135.26,2,3,2,2.3333333333333335,Needs Attention
CG-11044,168,34,25409.51,2,4,3,3.0,At Risk
CG-11045,33,39,31345.469999999998,5,5,4,4.666666666666667,Champions
CG-11046,65,36,21064.93,5,4,2,3.6666666666666665,Needs Attention
CG-11047,189,32,25656.75,1,3,3,2.3333333333333335,At Risk
CG-11048,28,49,45427.56,5,5,5,5.0,Champions
CG-11049,271,28,42585.92,1,2,5,2.6666666666666665,Lost
CG-11050,206,29,18193.5,1,2,2,1.6666666666666667,Lost
CG-11051,94,31,47050.119999999995,4,3,5,4.0,Loyal Customers
CG-11052,158,33,31233.2,2,3,4,3.0,At Risk
CG-11053,60,35,36980.15,5,4,5,4.666666666666667,Champions
CG-11054,127,22,8287.65,3,1,1,1.6666666666666667,Needs Attention
CG-11055,84,30,26593.43,4,2,4,3.3333333333333335,New Customers
CG-11056,116,33,13050.560000000001,3,3,1,2.3333333333333335,Needs Attention
CG-11057,70,32,23577.5,4,3,3,3.3333333333333335,Loyal Customers
CG-11058,257,27,21095.05,1,1,2,1.3333333333333333,Lost
CG-11059,47,23,18228.66,5,1,2,2.6666666666666665,New Customers
CG-11060,180,29,14461.74,1,2,1,1.3333333333333333,Lost
CG-11061,13,38,24460.59,5,5,3,4.333333333333333,Loyal Customers
CG-11062,94,33,20941.88,4,3,2,3.0,Needs Attention
CG-11063,97,28,27577.3,4,2,4,3.3333333333333335,New Customers
CG-11064,149,38,30939.91,2,5,4,3.6666666666666665,At Risk
CG-11065,307,25,18227.91,1,1,2,1.3333333333333333,Lost
CG-11066,39,30,43652.22,5,2,5,4.0,New Customers
CG-11067,162,32,22509.31,2,3,3,2.6666666666666665,At Risk
CG-11068,23,42,29487.68,5,5,4,4.666666666666667,Champions
CG-11069,114,22,11303.32,3,1,1,1.6666666666666667,Needs Attention
CG-11070,186,24,29443.59,1,1,4,2.0,Lost
CG-11071,89,32,11868.91,4,3,1,2.6666666666666665,Needs Attention
CG-11072,114,25,15597.630000000001,3,1,1,1.6666666666666667,Needs Attention
CG-11073,91,38,37257.01,4,5,5,4.666666666666667,Champions
CG-11074,115,42,23675.05,3,5,3,3.6666666666666665,Loyal Customers
CG-11075,18,29,17758.4,5,2,2,3.0,New Customers
CG-11076,61,19,8914.66,5,1,1,2.3333333333333335,New Customers
CG-11077,38,32,26447.32,5,3,3,3.6666666666666665,Loyal Customers
CG-11078,126,39,30825.83,3,5,4,4.0,Loyal Customers
CG-11079,144,38,30181.4,2,5,4,3.6666666666666665,At Risk
CG-11080,140,27,13148.7,2,1,1,1.3333333333333333,Needs Attention
CG-11081,84,29,19820.170000000002,4,2,2,2.6666666666666665,New Customers
CG-11082,33,26,26822.29,5,1,4,3.3333333333333335,New Customers
CG-11083,106,34,37957.32,3,4,5,4.0,Loyal Customers
CG-11084,105,26,23470.98,3,1,3,2.3333333333333335,Needs Attention
CG-11085,75,38,13286.95,4,5,1,3.3333333333333335,Needs Attention
CG-11086,161,21,13147.130000000001,2,1,1,1.3333333333333333,Needs Attention
CG-11087,202,32,51573.420000000006,1,3,5,3.0,At Risk
CG-11088,147,34,25413.690000000002,2,4,3,3.0,At Risk
CG-11089,61,30,39458.08,5,2,5,4.0,New Customers
CG-11090,35,30,18223.22,5,2,2,3.0,New Customers
CG-11091,111,26,12959.71,3,1,1,1.6666666666666667,Needs Attention
CG-11092,123,20,14964.12,3,1,1,1.6666666666666667,Needs Attention
CG-11093,115,38,44902.65,3,5,5,4.333333333333333,Loyal Customers
CG-11094,164,30,15423.65,2,2,1,1.6666666666666667,Needs Attention
CG-11095,139,22,12328.52,2,1,1,1.3333333333333333,Needs Attention
CG-11096,64,32,20267.649999999998,5,3,2,3.3333333333333335,Needs Attention
CG-11097,122,25,19183.86,3,1,2,2.0,Needs Attention
CG-11098,104,36,24275.46,3,4,3,3.3333333333333335,Loyal Customers
CG-11099,197,32,15815.48,1,3,1,1.6666666666666667,Needs Attention
CG-11100,72,27,24666.31,4,1,3,2.6666666666666665,New Customers
CG-11101,29,25,12586.88,5,1,1,2.3333333333333335,New Customers
CG-11102,49,31,54792.35,5,3,5,4.333333333333333,Loyal Customers
CG-11103,181,33,32912.72,1,3,4,2.6666666666666665,At Risk
CG-11104,58,31,18094.5,5,3,2,3.3333333333333335,Needs Attention
CG-11105,52,43,29360.36,5,5,4,4.666666666666667,Champions
CG-11106,221,27,19578.35,1,1,2,1.3333333333333333,Lost
CG-11107,163,37,37114.96,2,5,5,4.0,At Risk
CG-11108,137,31,27673.3,2,3,4,3.0,At Risk
CG-11109,64,28,25657.44,5,2,3,3.3333333333333335,New Customers
CG-11110,168,39,19253.57,2,5,2,3.0,Needs Attention
CG-11111,67,33,33501.11,5,3,5,4.333333333333333,Loyal Customers
CG-11112,260,34,26114.829999999998,1,4,3,2.6666666666666665,At Risk
CG-11113,100,35,22357.75,4,4,3,3.6666666666666665,Loyal Customers
CG-11114,95,38,22803.37,4,5,3,4.0,Loyal Customers
CG-11115,169,24,30419.370000000003,2,1,4,2.3333333333333335,Needs Attention
CG-11116,219,34,33660.880000000005,1,4,5,3.3333333333333335,At Risk
CG-11117,254,26,16323.140000000001,1,1,1,1.0,Lost
CG-11118,142,29,27659.13,2,2,4,2.6666666666666665,Needs Attention
CG-11119,166,28,16656.4,2,2,1,1.6666666666666667,Needs Attention
CG-11120,79,23,19091.0,4,1,2,2.3333333333333335,New Customers
CG-11121,180,40,41700.73,1,5,5,3.6666666666666665,At Risk
CG-11122,161,35,44748.37,2,4,5,3.6666666666666665,At Risk
CG-11123,92,32,28008.56,4,3,4,3.6666666666666665,Loyal Customers
CG-11124,38,30,11191.279999999999,5,2,1,2.6666666666666665,New Customers
CG-11125,102,32,26433.45,4,3,3,3.3333333333333335,Loyal Customers
CG-11126,138,27,23410.079999999998,2,1,3,2.0,Needs Attention
CG-11127,113,34,37654.69,3,4,5,4.0,Loyal Customers
CG-11128,144,35,17978.12,2,4,2,2.6666666666666665,Needs Attention
CG-11129,291,21,8392.32,1,1,1,1.0,Lost
CG-11130,44,23,11328.88,5,1,1,2.3333333333333335,New Customers
CG-11131,90,37,19122.57,4,5,2,3.6666666666666665,Needs Attention
CG-11132,110,28,19514.11,3,2,2,2.3333333333333335,Needs Attention
CG-11133,171,29,17440.61,2,2,2,2.0,Needs Attention
CG-11134,72,25,15677.380000000001,4,1,1,2.0,New Customers
CG-11135,11,34,25643.01,5,4,3,4.0,Loyal Customers
CG-11136,11,37,24418.65,5,5,3,4.333333333333333,Loyal Customers
CG-11137,88,35,31463.24,4,4,4,4.0,Champions
CG-11138,219,26,7451.92,1,1,1,1.0,Lost
CG-11139,74,31,25478.79,4,3,3,3.3333333333333335,Loyal Customers
CG-11140,230,33,31770.75,1,3,4,2.6666666666666665,At Risk
CG-11141,55,26,22585.8,5,1,3,3.0,New Customers
CG-11142,57,35,24301.18,5,4,3,4.0,Loyal Customers
CG-11143,101,34,24001.01,4,4,3,3.6666666666666665,Loyal Customers
CG-11144,136,33,27601.579999999998,3,3,4,3.3333333333333335,Loyal Customers
CG-11145,78,41,23998.170000000002,4,5,3,4.0,Loyal Customers
CG-11146,37,36,15080.99,5,4,1,3.3333333333333335,Needs Attention
CG-11147,124,24,21245.68,3,1,2,2.0,Needs Attention
CG-11148,105,38,31052.55,3,5,4,4.0,Loyal Customers
CG-11149,170,33,17692.36,2,3,2,2.3333333333333335,Needs Attention
CG-11150,84,33,31412.399999999998,4,3,4,3.6666666666666665,Loyal Customers
CG-11151,125,28,14138.49,3,2,1,2.0,Needs Attention
CG-11152,187,42,25838.37,1,5,3,3.0,At Risk
CG-11153,69,31,29495.010000000002,4,3,4,3.6666666666666665,Loyal Customers
CG-11154,45,25,16184.08,5,1,1,2.3333333333333335,New Customers
CG-11155,78,29,21003.19,4,2,2,2.6666666666666665,New Customers
CG-11156,244,36,25160.75,1,4,3,2.6666666666666665,At Risk
CG-11157,114,35,19822.45,3,4,2,3.0,Needs Attention
CG-11158,52,32,25918.11,5,3,3,3.6666666666666665,Loyal Customers
CG-11159,9,33,17349.55,5,3,2,3.3333333333333335,Needs Attention
CG-11160,55,31,35189.15,5,3,5,4.333333333333333,Loyal Customers
CG-11161,91,33,25636.2,4,3,3,3.3333333333333335,Loyal Customers
CG-11162,48,38,22148.4,5,5,3,4.333333333333333,Loyal Customers
CG-11163,43,36,20976.37,5,4,2,3.6666666666666665,Needs Attention
CG-11164,126,32,23310.08,3,3,3,3.0,Loyal Customers
CG-11165,58,36,40751.0,5,4,5,4.666666666666667,Champions
CG-11166,219,28,23024.170000000002,1,2,3,2.0,Lost
CG-11167,81,36,31363.600000000002,4,4,4,4.0,Champions
CG-11168,322,39,18436.31,1,5,2,2.6666666666666665,Needs Attention
CG-11169,213,37,14484.05,1,5,1,2.3333333333333335,Needs Attention
CG-11170,107,30,19192.36,3,2,2,2.3333333333333335,Needs Attention
CG-11171,233,28,27401.36,1,2,4,2.3333333333333335,Lost
CG-11172,126,31,31543.72,3,3,4,3.3333333333333335,Loyal Customers
CG-11173,103,32,22345.11,3,3,3,3.0,Loyal Customers
CG-11174,123,37,27006.11,3,5,4,4.0,Loyal Customers
CG-11175,185,39,40191.85,1,5,5,3.6666666666666665,At Risk
CG-11176,207,31,31947.74,1,3,4,2.6666666666666665,At Risk
CG-11177,203,32,19237.010000000002,1,3,2,2.0,Needs Attention
CG-11178,147,37,36680.049999999996,2,5,5,4.0,At Risk
CG-11179,83,29,19095.79,4,2,2,2.6666666666666665,New Customers
CG-11180,72,33,33566.4,4,3,5,4.0,Loyal Customers
CG-11181,133,29,22443.83,3,2,3,2.6666666666666665,Needs Attention
CG-11182,107,40,22791.7,3,5,3,3.6666666666666665,Loyal Customers
CG-11183,121,32,17245.49,3,3,1,2.3333333333333335,Needs Attention
CG-11184,155,27,19742.36,2,1,2,1.6666666666666667,Needs Attention
CG-11185,145,39,23855.13,2,5,3,3.3333333333333335,At Risk
CG-11186,177,27,11505.94,2,2,1,1.6666666666666667,Needs Attention
CG-11187,108,36,30697.12,3,4,4,3.6666666666666665,Loyal Customers
CG-11188,63,36,23007.98,5,4,3,4.0,Loyal Customers
CG-11189,142,40,28332.01,2,5,4,3.6666666666666665,At Risk
CG-11190,213,34,22588.57,1,4,3,2.6666666666666665,At Risk
CG-11191,111,33,29553.66,3,3,4,3.3333333333333335,Loyal Customers
CG-11192,164,35,28898.55,2,4,4,3.3333333333333335,At Risk
CG-11193,27,35,58427.46,5,4,5,4.666666666666667,Champions
CG-11194,163,30,29221.35,2,2,4,2.6666666666666665,Needs Attention
CG-11195,51,30,15607.150000000001,5,2,1,2.6666666666666665,New Customers
CG-11196,75,35,23095.17,4,4,3,3.6666666666666665,Loyal Customers
CG-11197,28,30,21978.03,5,2,3,3.3333333333333335,New Customers
CG-11198,102,41,35979.58,4,5,5,4.666666666666667,Champions
CG-11199,91,24,49987.57,4,1,5,3.3333333333333335,New Customers
CG-11200,116,33,32157.9,3,3,4,3.3333333333333335,Loyal Customers
CG-11201,88,33,26018.23,4,3,3,3.3333333333333335,Loyal Customers
CG-11202,146,30,27538.600000000002,2,2,4,2.6666666666666665,Needs Attention
CG-11203,18,28,23974.87,5,2,3,3.3333333333333335,New Customers
